"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"28.01.2024 01:45 - 28.01.2024 02:00","42342","42467"
"28.01.2024 02:00 - 28.01.2024 02:15","42432","42155"
"28.01.2024 02:15 - 28.01.2024 02:30","42325","41983"
"28.01.2024 02:30 - 28.01.2024 02:45","42209","41828"
"28.01.2024 02:45 - 28.01.2024 03:00","41966","41868"
"28.01.2024 03:00 - 28.01.2024 03:15","41783","41688"
"28.01.2024 03:15 - 28.01.2024 03:30","42001","41737"
"28.01.2024 03:30 - 28.01.2024 03:45","41841","41159"
"28.01.2024 03:45 - 28.01.2024 04:00","41918","41304"
"28.01.2024 04:00 - 28.01.2024 04:15","42218","41260"
"28.01.2024 04:15 - 28.01.2024 04:30","42223","41131"
"28.01.2024 04:30 - 28.01.2024 04:45","42407","41246"
"28.01.2024 04:45 - 28.01.2024 05:00","42245","41049"
"28.01.2024 05:00 - 28.01.2024 05:15","42753","41339"
"28.01.2024 05:15 - 28.01.2024 05:30","42702","41047"
"28.01.2024 05:30 - 28.01.2024 05:45","42726","40882"
"28.01.2024 05:45 - 28.01.2024 06:00","42942","40680"
"28.01.2024 06:00 - 28.01.2024 06:15","42737","40595"
"28.01.2024 06:15 - 28.01.2024 06:30","42954","40487"
"28.01.2024 06:30 - 28.01.2024 06:45","43343","40630"
"28.01.2024 06:45 - 28.01.2024 07:00","43041","41104"
"28.01.2024 07:00 - 28.01.2024 07:15","43903","41949"
"28.01.2024 07:15 - 28.01.2024 07:30","44690","42592"
"28.01.2024 07:30 - 28.01.2024 07:45","45165","43128"
"28.01.2024 07:45 - 28.01.2024 08:00","45599","43485"
"28.01.2024 08:00 - 28.01.2024 08:15","46499","44378"
"28.01.2024 08:15 - 28.01.2024 08:30","47149","45324"
"28.01.2024 08:30 - 28.01.2024 08:45","48597","46001"
"28.01.2024 08:45 - 28.01.2024 09:00","48927","46924"
"28.01.2024 09:00 - 28.01.2024 09:15","51194","47779"
"28.01.2024 09:15 - 28.01.2024 09:30","51243","48292"
"28.01.2024 09:30 - 28.01.2024 09:45","51276","48968"
"28.01.2024 09:45 - 28.01.2024 10:00","51650","49362"
"28.01.2024 10:00 - 28.01.2024 10:15","52954","49940"
"28.01.2024 10:15 - 28.01.2024 10:30","52583","50220"
"28.01.2024 10:30 - 28.01.2024 10:45","52782","51259"
"28.01.2024 10:45 - 28.01.2024 11:00","53020","51854"
"28.01.2024 11:00 - 28.01.2024 11:15","54201","52033"
"28.01.2024 11:15 - 28.01.2024 11:30","55181","52563"
"28.01.2024 11:30 - 28.01.2024 11:45","55517","52762"
"28.01.2024 11:45 - 28.01.2024 12:00","55109","52551"
"28.01.2024 12:00 - 28.01.2024 12:15","55012","52034"
"28.01.2024 12:15 - 28.01.2024 12:30","55305","51614"
"28.01.2024 12:30 - 28.01.2024 12:45","55130","51003"
"28.01.2024 12:45 - 28.01.2024 13:00","54925","50447"
"28.01.2024 13:00 - 28.01.2024 13:15","54474","49715"
"28.01.2024 13:15 - 28.01.2024 13:30","53922","49350"
"28.01.2024 13:30 - 28.01.2024 13:45","53747","48424"
"28.01.2024 13:45 - 28.01.2024 14:00","53098","47697"
"28.01.2024 14:00 - 28.01.2024 14:15","52526","47698"
"28.01.2024 14:15 - 28.01.2024 14:30","52744","47107"
"28.01.2024 14:30 - 28.01.2024 14:45","52631","46480"
"28.01.2024 14:45 - 28.01.2024 15:00","52487","46516"
"28.01.2024 15:00 - 28.01.2024 15:15","52109","46528"
"28.01.2024 15:15 - 28.01.2024 15:30","51631","46331"
"28.01.2024 15:30 - 28.01.2024 15:45","51766","46113"
"28.01.2024 15:45 - 28.01.2024 16:00","51644","46563"
"28.01.2024 16:00 - 28.01.2024 16:15","52071","47506"
"28.01.2024 16:15 - 28.01.2024 16:30","52195","48045"
"28.01.2024 16:30 - 28.01.2024 16:45","52320","49089"
"28.01.2024 16:45 - 28.01.2024 17:00","53685","50328"
"28.01.2024 17:00 - 28.01.2024 17:15","54517","52125"
"28.01.2024 17:15 - 28.01.2024 17:30","55441","53553"
"28.01.2024 17:30 - 28.01.2024 17:45","56427","55147"
"28.01.2024 17:45 - 28.01.2024 18:00","57409","56396"
"28.01.2024 18:00 - 28.01.2024 18:15","57992","56850"
"28.01.2024 18:15 - 28.01.2024 18:30","57570","56980"
"28.01.2024 18:30 - 28.01.2024 18:45","57439","57137"
"28.01.2024 18:45 - 28.01.2024 19:00","57060","56707"
"28.01.2024 19:00 - 28.01.2024 19:15","57205","56554"
"28.01.2024 19:15 - 28.01.2024 19:30","56822","56251"
"28.01.2024 19:30 - 28.01.2024 19:45","56330","55683"
"28.01.2024 19:45 - 28.01.2024 20:00","55692","55305"
"28.01.2024 20:00 - 28.01.2024 20:15","55549","54573"
"28.01.2024 20:15 - 28.01.2024 20:30","54993","54113"
"28.01.2024 20:30 - 28.01.2024 20:45","54219","53466"
"28.01.2024 20:45 - 28.01.2024 21:00","53696","52981"
"28.01.2024 21:00 - 28.01.2024 21:15","53198","52548"
"28.01.2024 21:15 - 28.01.2024 21:30","52798","52335"
"28.01.2024 21:30 - 28.01.2024 21:45","52496","52231"
"28.01.2024 21:45 - 28.01.2024 22:00","52292","52080"
"28.01.2024 22:00 - 28.01.2024 22:15","52526","52575"
"28.01.2024 22:15 - 28.01.2024 22:30","52095","52002"
"28.01.2024 22:30 - 28.01.2024 22:45","51471","51435"
"28.01.2024 22:45 - 28.01.2024 23:00","51222","50879"
"28.01.2024 23:00 - 28.01.2024 23:15","50348","50650"
"28.01.2024 23:15 - 28.01.2024 23:30","49902","49871"
"28.01.2024 23:30 - 28.01.2024 23:45","49476","49180"
"28.01.2024 23:45 - 29.01.2024 00:00","48985","48804"
"29.01.2024 00:00 - 29.01.2024 00:15","49738","48550"
"29.01.2024 00:15 - 29.01.2024 00:30","49685","47847"
"29.01.2024 00:30 - 29.01.2024 00:45","49245","47167"
"29.01.2024 00:45 - 29.01.2024 01:00","48755","46658"
"29.01.2024 01:00 - 29.01.2024 01:15","47921","46437"
"29.01.2024 01:15 - 29.01.2024 01:30","46980","46034"
"29.01.2024 01:30 - 29.01.2024 01:45","46613","45670"
"29.01.2024 01:45 - 29.01.2024 02:00","46674","45270"
"29.01.2024 02:00 - 29.01.2024 02:15","46683","45404"
"29.01.2024 02:15 - 29.01.2024 02:30","46500","45211"
"29.01.2024 02:30 - 29.01.2024 02:45","46198","45177"
"29.01.2024 02:45 - 29.01.2024 03:00","46089","45388"
"29.01.2024 03:00 - 29.01.2024 03:15","46616","45845"
"29.01.2024 03:15 - 29.01.2024 03:30","46387","45732"
"29.01.2024 03:30 - 29.01.2024 03:45","46462","46048"
"29.01.2024 03:45 - 29.01.2024 04:00","46850","46298"
"29.01.2024 04:00 - 29.01.2024 04:15","47838","46438"
"29.01.2024 04:15 - 29.01.2024 04:30","48423","46667"
"29.01.2024 04:30 - 29.01.2024 04:45","49268","47411"
"29.01.2024 04:45 - 29.01.2024 05:00","49942","47871"
"29.01.2024 05:00 - 29.01.2024 05:15","51787","49130"
"29.01.2024 05:15 - 29.01.2024 05:30","52551","50012"
"29.01.2024 05:30 - 29.01.2024 05:45","53473","51351"
"29.01.2024 05:45 - 29.01.2024 06:00","55413","53227"
"29.01.2024 06:00 - 29.01.2024 06:15","57415","56460"
"29.01.2024 06:15 - 29.01.2024 06:30","59436","58552"
"29.01.2024 06:30 - 29.01.2024 06:45","60872","60582"
"29.01.2024 06:45 - 29.01.2024 07:00","62101","62333"
"29.01.2024 07:00 - 29.01.2024 07:15","63503","64179"
"29.01.2024 07:15 - 29.01.2024 07:30","64708","65342"
"29.01.2024 07:30 - 29.01.2024 07:45","65550","66370"
"29.01.2024 07:45 - 29.01.2024 08:00","66142","67092"
"29.01.2024 08:00 - 29.01.2024 08:15","66874","67528"
"29.01.2024 08:15 - 29.01.2024 08:30","67361","68195"
"29.01.2024 08:30 - 29.01.2024 08:45","67762","68177"
"29.01.2024 08:45 - 29.01.2024 09:00","67825","68144"
"29.01.2024 09:00 - 29.01.2024 09:15","68117","67579"
"29.01.2024 09:15 - 29.01.2024 09:30","68571","67731"
"29.01.2024 09:30 - 29.01.2024 09:45","69184","67804"
"29.01.2024 09:45 - 29.01.2024 10:00","69353","68044"
"29.01.2024 10:00 - 29.01.2024 10:15","69213","67337"
"29.01.2024 10:15 - 29.01.2024 10:30","69433","67116"
"29.01.2024 10:30 - 29.01.2024 10:45","69701","66999"
"29.01.2024 10:45 - 29.01.2024 11:00","69910","66846"
"29.01.2024 11:00 - 29.01.2024 11:15","70151","66364"
"29.01.2024 11:15 - 29.01.2024 11:30","70793","66149"
"29.01.2024 11:30 - 29.01.2024 11:45","71019","65595"
"29.01.2024 11:45 - 29.01.2024 12:00","70686","65410"
"29.01.2024 12:00 - 29.01.2024 12:15","70667","64456"
"29.01.2024 12:15 - 29.01.2024 12:30","70663","63939"
"29.01.2024 12:30 - 29.01.2024 12:45","70748","63390"
"29.01.2024 12:45 - 29.01.2024 13:00","70793","63045"
"29.01.2024 13:00 - 29.01.2024 13:15","70841","62719"
"29.01.2024 13:15 - 29.01.2024 13:30","70508","62383"
"29.01.2024 13:30 - 29.01.2024 13:45","69555","61750"
"29.01.2024 13:45 - 29.01.2024 14:00","69245","61072"
"29.01.2024 14:00 - 29.01.2024 14:15","68493","61641"
"29.01.2024 14:15 - 29.01.2024 14:30","69033","61404"
"29.01.2024 14:30 - 29.01.2024 14:45","68755","61228"
"29.01.2024 14:45 - 29.01.2024 15:00","68450","61133"
"29.01.2024 15:00 - 29.01.2024 15:15","68699","61105"
"29.01.2024 15:15 - 29.01.2024 15:30","68456","61162"
"29.01.2024 15:30 - 29.01.2024 15:45","68348","61130"
"29.01.2024 15:45 - 29.01.2024 16:00","67963","61334"
"29.01.2024 16:00 - 29.01.2024 16:15","67842","61756"
"29.01.2024 16:15 - 29.01.2024 16:30","67647","61984"
"29.01.2024 16:30 - 29.01.2024 16:45","67739","62454"
"29.01.2024 16:45 - 29.01.2024 17:00","67390","63054"
"29.01.2024 17:00 - 29.01.2024 17:15","68764","64447"
"29.01.2024 17:15 - 29.01.2024 17:30","69155","65339"
"29.01.2024 17:30 - 29.01.2024 17:45","69492","66375"
"29.01.2024 17:45 - 29.01.2024 18:00","69694","67031"
"29.01.2024 18:00 - 29.01.2024 18:15","69978","67122"
"29.01.2024 18:15 - 29.01.2024 18:30","69860","66865"
"29.01.2024 18:30 - 29.01.2024 18:45","69957","66886"
"29.01.2024 18:45 - 29.01.2024 19:00","69514","66826"
"29.01.2024 19:00 - 29.01.2024 19:15","68908","66651"
"29.01.2024 19:15 - 29.01.2024 19:30","68586","65958"
"29.01.2024 19:30 - 29.01.2024 19:45","67730","65470"
"29.01.2024 19:45 - 29.01.2024 20:00","67223","64679"
"29.01.2024 20:00 - 29.01.2024 20:15","66201","63717"
"29.01.2024 20:15 - 29.01.2024 20:30","65329","62486"
"29.01.2024 20:30 - 29.01.2024 20:45","64118","61667"
"29.01.2024 20:45 - 29.01.2024 21:00","63428","61034"
"29.01.2024 21:00 - 29.01.2024 21:15","62321","59981"
"29.01.2024 21:15 - 29.01.2024 21:30","61882","59080"
"29.01.2024 21:30 - 29.01.2024 21:45","61054","58212"
"29.01.2024 21:45 - 29.01.2024 22:00","60228","57282"
"29.01.2024 22:00 - 29.01.2024 22:15","59610","56298"
"29.01.2024 22:15 - 29.01.2024 22:30","59039","55279"
"29.01.2024 22:30 - 29.01.2024 22:45","58293","54492"
"29.01.2024 22:45 - 29.01.2024 23:00","57413","53581"
"29.01.2024 23:00 - 29.01.2024 23:15","56472","52336"
"29.01.2024 23:15 - 29.01.2024 23:30","55422","51137"
"29.01.2024 23:30 - 29.01.2024 23:45","54899","50392"
"29.01.2024 23:45 - 30.01.2024 00:00","54240","49771"
"30.01.2024 00:00 - 30.01.2024 00:15","55052","49077"
"30.01.2024 00:15 - 30.01.2024 00:30","54943","48370"
"30.01.2024 00:30 - 30.01.2024 00:45","54564","47863"
"30.01.2024 00:45 - 30.01.2024 01:00","53893","47248"
"30.01.2024 01:00 - 30.01.2024 01:15","52953","46440"
"30.01.2024 01:15 - 30.01.2024 01:30","52130","46360"
"30.01.2024 01:30 - 30.01.2024 01:45","51930","46300"
"30.01.2024 01:45 - 30.01.2024 02:00","52008","46058"
"30.01.2024 02:00 - 30.01.2024 02:15","51766","46199"
"30.01.2024 02:15 - 30.01.2024 02:30","51599","46035"
"30.01.2024 02:30 - 30.01.2024 02:45","51282","46051"
"30.01.2024 02:45 - 30.01.2024 03:00","50930","46282"
"30.01.2024 03:00 - 30.01.2024 03:15","51383","46353"
"30.01.2024 03:15 - 30.01.2024 03:30","51226","46316"
"30.01.2024 03:30 - 30.01.2024 03:45","51387","46459"
"30.01.2024 03:45 - 30.01.2024 04:00","51593","46770"
"30.01.2024 04:00 - 30.01.2024 04:15","52518","47351"
"30.01.2024 04:15 - 30.01.2024 04:30","52913","47802"
"30.01.2024 04:30 - 30.01.2024 04:45","53472","48459"
"30.01.2024 04:45 - 30.01.2024 05:00","54256","48946"
"30.01.2024 05:00 - 30.01.2024 05:15","55926","49766"
"30.01.2024 05:15 - 30.01.2024 05:30","56461","50200"
"30.01.2024 05:30 - 30.01.2024 05:45","57101","51571"
"30.01.2024 05:45 - 30.01.2024 06:00","58743","53172"
"30.01.2024 06:00 - 30.01.2024 06:15","60541","56105"
"30.01.2024 06:15 - 30.01.2024 06:30","62185","58176"
"30.01.2024 06:30 - 30.01.2024 06:45","63431","59788"
"30.01.2024 06:45 - 30.01.2024 07:00","64279","61438"
"30.01.2024 07:00 - 30.01.2024 07:15","65199","63370"
"30.01.2024 07:15 - 30.01.2024 07:30","66250","64607"
"30.01.2024 07:30 - 30.01.2024 07:45","67265","65524"
"30.01.2024 07:45 - 30.01.2024 08:00","67940","66022"
"30.01.2024 08:00 - 30.01.2024 08:15","68653","66828"
"30.01.2024 08:15 - 30.01.2024 08:30","69101","67159"
"30.01.2024 08:30 - 30.01.2024 08:45","69349","67028"
"30.01.2024 08:45 - 30.01.2024 09:00","69628","67066"
"30.01.2024 09:00 - 30.01.2024 09:15","70308","67122"
"30.01.2024 09:15 - 30.01.2024 09:30","71049","67393"
"30.01.2024 09:30 - 30.01.2024 09:45","71592","67475"
"30.01.2024 09:45 - 30.01.2024 10:00","71591","67656"
"30.01.2024 10:00 - 30.01.2024 10:15","71348","67468"
"30.01.2024 10:15 - 30.01.2024 10:30","71501","67365"
"30.01.2024 10:30 - 30.01.2024 10:45","71834","67318"
"30.01.2024 10:45 - 30.01.2024 11:00","72205","67353"
"30.01.2024 11:00 - 30.01.2024 11:15","72633","66930"
"30.01.2024 11:15 - 30.01.2024 11:30","73037","67453"
"30.01.2024 11:30 - 30.01.2024 11:45","73083","67288"
"30.01.2024 11:45 - 30.01.2024 12:00","72716","67061"
"30.01.2024 12:00 - 30.01.2024 12:15","72943","66514"
"30.01.2024 12:15 - 30.01.2024 12:30","72849","66399"
"30.01.2024 12:30 - 30.01.2024 12:45","73079","66468"
"30.01.2024 12:45 - 30.01.2024 13:00","73009","66346"
"30.01.2024 13:00 - 30.01.2024 13:15","72956","66423"
"30.01.2024 13:15 - 30.01.2024 13:30","72751","66136"
"30.01.2024 13:30 - 30.01.2024 13:45","72087","65728"
"30.01.2024 13:45 - 30.01.2024 14:00","71898","67160"
"30.01.2024 14:00 - 30.01.2024 14:15","71173","66832"
"30.01.2024 14:15 - 30.01.2024 14:30","71902","66782"
"30.01.2024 14:30 - 30.01.2024 14:45","71412","66272"
"30.01.2024 14:45 - 30.01.2024 15:00","71009","66290"
"30.01.2024 15:00 - 30.01.2024 15:15","71185","66284"
"30.01.2024 15:15 - 30.01.2024 15:30","71278","65990"
"30.01.2024 15:30 - 30.01.2024 15:45","71236","65600"
"30.01.2024 15:45 - 30.01.2024 16:00","71006","65517"
"30.01.2024 16:00 - 30.01.2024 16:15","70973","65609"
"30.01.2024 16:15 - 30.01.2024 16:30","71068","65642"
"30.01.2024 16:30 - 30.01.2024 16:45","70966","66265"
"30.01.2024 16:45 - 30.01.2024 17:00","70551","66841"
"30.01.2024 17:00 - 30.01.2024 17:15","71893","67906"
"30.01.2024 17:15 - 30.01.2024 17:30","72575","68972"
"30.01.2024 17:30 - 30.01.2024 17:45","73015","69997"
"30.01.2024 17:45 - 30.01.2024 18:00","73339","70613"
"30.01.2024 18:00 - 30.01.2024 18:15","73278","70500"
"30.01.2024 18:15 - 30.01.2024 18:30","73276","70580"
"30.01.2024 18:30 - 30.01.2024 18:45","73424","70376"
"30.01.2024 18:45 - 30.01.2024 19:00","73002","70242"
"30.01.2024 19:00 - 30.01.2024 19:15","72032","69815"
"30.01.2024 19:15 - 30.01.2024 19:30","71419","68822"
"30.01.2024 19:30 - 30.01.2024 19:45","70443","68545"
"30.01.2024 19:45 - 30.01.2024 20:00","70221","68164"
"30.01.2024 20:00 - 30.01.2024 20:15","69290","66941"
"30.01.2024 20:15 - 30.01.2024 20:30","68691","65950"
"30.01.2024 20:30 - 30.01.2024 20:45","67567","65180"
"30.01.2024 20:45 - 30.01.2024 21:00","66837","64424"
"30.01.2024 21:00 - 30.01.2024 21:15","66009","63551"
"30.01.2024 21:15 - 30.01.2024 21:30","65671","62583"
"30.01.2024 21:30 - 30.01.2024 21:45","64671","61809"
"30.01.2024 21:45 - 30.01.2024 22:00","63926","60725"
"30.01.2024 22:00 - 30.01.2024 22:15","63450","59907"
"30.01.2024 22:15 - 30.01.2024 22:30","63002","59224"
"30.01.2024 22:30 - 30.01.2024 22:45","62017","58708"
"30.01.2024 22:45 - 30.01.2024 23:00","60831","57658"
"30.01.2024 23:00 - 30.01.2024 23:15","60198","56753"
"30.01.2024 23:15 - 30.01.2024 23:30","59010","55768"
"30.01.2024 23:30 - 30.01.2024 23:45","58526","54982"
"30.01.2024 23:45 - 31.01.2024 00:00","57832","54227"
"31.01.2024 00:00 - 31.01.2024 00:15","51550","53298"
"31.01.2024 00:15 - 31.01.2024 00:30","51060","52656"
"31.01.2024 00:30 - 31.01.2024 00:45","50636","52576"
"31.01.2024 00:45 - 31.01.2024 01:00","49973","52390"
"31.01.2024 01:00 - 31.01.2024 01:15","49246","51807"
"31.01.2024 01:15 - 31.01.2024 01:30","49038","51445"
"31.01.2024 01:30 - 31.01.2024 01:45","49111","51082"
"31.01.2024 01:45 - 31.01.2024 02:00","48877","50771"
"31.01.2024 02:00 - 31.01.2024 02:15","48283","50701"
"31.01.2024 02:15 - 31.01.2024 02:30","48181","50640"
"31.01.2024 02:30 - 31.01.2024 02:45","48029","50364"
"31.01.2024 02:45 - 31.01.2024 03:00","48440","50255"
"31.01.2024 03:00 - 31.01.2024 03:15","48567","50562"
"31.01.2024 03:15 - 31.01.2024 03:30","49000","50480"
"31.01.2024 03:30 - 31.01.2024 03:45","48960","50379"
"31.01.2024 03:45 - 31.01.2024 04:00","49151","50740"
"31.01.2024 04:00 - 31.01.2024 04:15","49680","51024"
"31.01.2024 04:15 - 31.01.2024 04:30","50042","51658"
"31.01.2024 04:30 - 31.01.2024 04:45","50537","51899"
"31.01.2024 04:45 - 31.01.2024 05:00","53679","52303"
"31.01.2024 05:00 - 31.01.2024 05:15","55252","53400"
"31.01.2024 05:15 - 31.01.2024 05:30","55740","53921"
"31.01.2024 05:30 - 31.01.2024 05:45","56423","54888"
"31.01.2024 05:45 - 31.01.2024 06:00","58150","56491"
"31.01.2024 06:00 - 31.01.2024 06:15","59877","59674"
"31.01.2024 06:15 - 31.01.2024 06:30","61504","61414"
"31.01.2024 06:30 - 31.01.2024 06:45","62785","63097"
"31.01.2024 06:45 - 31.01.2024 07:00","63581","64591"
"31.01.2024 07:00 - 31.01.2024 07:15","64625","66329"
"31.01.2024 07:15 - 31.01.2024 07:30","65575","67410"
"31.01.2024 07:30 - 31.01.2024 07:45","66623","68176"
"31.01.2024 07:45 - 31.01.2024 08:00","67376","68853"
"31.01.2024 08:00 - 31.01.2024 08:15","68145","69876"
"31.01.2024 08:15 - 31.01.2024 08:30","68615","70152"
"31.01.2024 08:30 - 31.01.2024 08:45","68918","70403"
"31.01.2024 08:45 - 31.01.2024 09:00","69117","70478"
"31.01.2024 09:00 - 31.01.2024 09:15","69818","70546"
"31.01.2024 09:15 - 31.01.2024 09:30","70533","70768"
"31.01.2024 09:30 - 31.01.2024 09:45","71161","71082"
"31.01.2024 09:45 - 31.01.2024 10:00","71284","71235"
"31.01.2024 10:00 - 31.01.2024 10:15","71081","71253"
"31.01.2024 10:15 - 31.01.2024 10:30","71129","71371"
"31.01.2024 10:30 - 31.01.2024 10:45","71460","71661"
"31.01.2024 10:45 - 31.01.2024 11:00","71894","71965"
"31.01.2024 11:00 - 31.01.2024 11:15","72287","71890"
"31.01.2024 11:15 - 31.01.2024 11:30","72667","72171"
"31.01.2024 11:30 - 31.01.2024 11:45","72672","72609"
"31.01.2024 11:45 - 31.01.2024 12:00","72321","72867"
"31.01.2024 12:00 - 31.01.2024 12:15","72549","72689"
"31.01.2024 12:15 - 31.01.2024 12:30","72416","72209"
"31.01.2024 12:30 - 31.01.2024 12:45","72452","71868"
"31.01.2024 12:45 - 31.01.2024 13:00","72448","71327"
"31.01.2024 13:00 - 31.01.2024 13:15","72380","70853"
"31.01.2024 13:15 - 31.01.2024 13:30","72194","70079"
"31.01.2024 13:30 - 31.01.2024 13:45","71524","69376"
"31.01.2024 13:45 - 31.01.2024 14:00","71327","68595"
"31.01.2024 14:00 - 31.01.2024 14:15","70678","68866"
"31.01.2024 14:15 - 31.01.2024 14:30","71396","68785"
"31.01.2024 14:30 - 31.01.2024 14:45","70875","68523"
"31.01.2024 14:45 - 31.01.2024 15:00","70424","67788"
"31.01.2024 15:00 - 31.01.2024 15:15","70615","67986"
"31.01.2024 15:15 - 31.01.2024 15:30","70544","67944"
"31.01.2024 15:30 - 31.01.2024 15:45","70510","67685"
"31.01.2024 15:45 - 31.01.2024 16:00","70417","67245"
"31.01.2024 16:00 - 31.01.2024 16:15","70456","67530"
"31.01.2024 16:15 - 31.01.2024 16:30","70551","67526"
"31.01.2024 16:30 - 31.01.2024 16:45","70491","68237"
"31.01.2024 16:45 - 31.01.2024 17:00","70119","68618"
"31.01.2024 17:00 - 31.01.2024 17:15","71488","69787"
"31.01.2024 17:15 - 31.01.2024 17:30","72332","70949"
"31.01.2024 17:30 - 31.01.2024 17:45","72731","72006"
"31.01.2024 17:45 - 31.01.2024 18:00","72920","72354"
"31.01.2024 18:00 - 31.01.2024 18:15","72957","71901"
"31.01.2024 18:15 - 31.01.2024 18:30","72990","71620"
"31.01.2024 18:30 - 31.01.2024 18:45","73176","71816"
"31.01.2024 18:45 - 31.01.2024 19:00","72751","71603"
"31.01.2024 19:00 - 31.01.2024 19:15","71838","71045"
"31.01.2024 19:15 - 31.01.2024 19:30","71266","70410"
"31.01.2024 19:30 - 31.01.2024 19:45","70368","69985"
"31.01.2024 19:45 - 31.01.2024 20:00","70118","69497"
"31.01.2024 20:00 - 31.01.2024 20:15","69192","67632"
"31.01.2024 20:15 - 31.01.2024 20:30","68506","66293"
"31.01.2024 20:30 - 31.01.2024 20:45","67273","65365"
"31.01.2024 20:45 - 31.01.2024 21:00","66467","64857"
"31.01.2024 21:00 - 31.01.2024 21:15","65674","63864"
"31.01.2024 21:15 - 31.01.2024 21:30","65239","62887"
"31.01.2024 21:30 - 31.01.2024 21:45","64269","62175"
"31.01.2024 21:45 - 31.01.2024 22:00","63491","61103"
"31.01.2024 22:00 - 31.01.2024 22:15","63001","60786"
"31.01.2024 22:15 - 31.01.2024 22:30","62486","59786"
"31.01.2024 22:30 - 31.01.2024 22:45","61664","59164"
"31.01.2024 22:45 - 31.01.2024 23:00","60506","58422"
"31.01.2024 23:00 - 31.01.2024 23:15","59828","56878"
"31.01.2024 23:15 - 31.01.2024 23:30","58815","56257"
"31.01.2024 23:30 - 31.01.2024 23:45","58350","56036"
"31.01.2024 23:45 - 01.02.2024 00:00","57619","55882"
"01.02.2024 00:00 - 01.02.2024 00:15","52962","54445"
"01.02.2024 00:15 - 01.02.2024 00:30","52345","54190"
"01.02.2024 00:30 - 01.02.2024 00:45","52053","53499"
"01.02.2024 00:45 - 01.02.2024 01:00","51369","52962"
"01.02.2024 01:00 - 01.02.2024 01:15","50553","52233"
"01.02.2024 01:15 - 01.02.2024 01:30","50606","51848"
"01.02.2024 01:30 - 01.02.2024 01:45","50584","51643"
"01.02.2024 01:45 - 01.02.2024 02:00","50396","51260"
"01.02.2024 02:00 - 01.02.2024 02:15","50067","50669"
"01.02.2024 02:15 - 01.02.2024 02:30","50058","50362"
"01.02.2024 02:30 - 01.02.2024 02:45","50136","50233"
"01.02.2024 02:45 - 01.02.2024 03:00","50079","50221"
"01.02.2024 03:00 - 01.02.2024 03:15","50162","50878"
"01.02.2024 03:15 - 01.02.2024 03:30","50332","50788"
"01.02.2024 03:30 - 01.02.2024 03:45","50592","50583"
"01.02.2024 03:45 - 01.02.2024 04:00","50576","50643"
"01.02.2024 04:00 - 01.02.2024 04:15","51332","51412"
"01.02.2024 04:15 - 01.02.2024 04:30","52078","51839"
"01.02.2024 04:30 - 01.02.2024 04:45","52510","52353"
"01.02.2024 04:45 - 01.02.2024 05:00","51477","53050"
"01.02.2024 05:00 - 01.02.2024 05:15","52801","54363"
"01.02.2024 05:15 - 01.02.2024 05:30","53372","54933"
