"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"09.12.2024 14:00 - 09.12.2024 14:15","66815","72374"
"09.12.2024 14:15 - 09.12.2024 14:30","66784","72373"
"09.12.2024 14:30 - 09.12.2024 14:45","67424","71821"
"09.12.2024 14:45 - 09.12.2024 15:00","67106","71598"
"09.12.2024 15:00 - 09.12.2024 15:15","66576","71660"
"09.12.2024 15:15 - 09.12.2024 15:30","66238","71303"
"09.12.2024 15:30 - 09.12.2024 15:45","66369","71182"
"09.12.2024 15:45 - 09.12.2024 16:00","66252","71057"
"09.12.2024 16:00 - 09.12.2024 16:15","66657","71622"
"09.12.2024 16:15 - 09.12.2024 16:30","66400","71238"
"09.12.2024 16:30 - 09.12.2024 16:45","66471","71684"
"09.12.2024 16:45 - 09.12.2024 17:00","66583","72158"
"09.12.2024 17:00 - 09.12.2024 17:15","67173","72118"
"09.12.2024 17:15 - 09.12.2024 17:30","67190","72619"
"09.12.2024 17:30 - 09.12.2024 17:45","68036","72450"
"09.12.2024 17:45 - 09.12.2024 18:00","67841","72130"
"09.12.2024 18:00 - 09.12.2024 18:15","67617","71742"
"09.12.2024 18:15 - 09.12.2024 18:30","66766","71136"
"09.12.2024 18:30 - 09.12.2024 18:45","66871","71631"
"09.12.2024 18:45 - 09.12.2024 19:00","66889","71632"
"09.12.2024 19:00 - 09.12.2024 19:15","66314","71476"
"09.12.2024 19:15 - 09.12.2024 19:30","65881","70556"
"09.12.2024 19:30 - 09.12.2024 19:45","65177","70312"
"09.12.2024 19:45 - 09.12.2024 20:00","64899","69732"
"09.12.2024 20:00 - 09.12.2024 20:15","63520","68458"
"09.12.2024 20:15 - 09.12.2024 20:30","62094","67311"
"09.12.2024 20:30 - 09.12.2024 20:45","61298","66470"
"09.12.2024 20:45 - 09.12.2024 21:00","60337","65484"
"09.12.2024 21:00 - 09.12.2024 21:15","59419","64276"
"09.12.2024 21:15 - 09.12.2024 21:30","59058","63133"
"09.12.2024 21:30 - 09.12.2024 21:45","58101","62221"
"09.12.2024 21:45 - 09.12.2024 22:00","57200","61495"
"09.12.2024 22:00 - 09.12.2024 22:15","56499","60450"
"09.12.2024 22:15 - 09.12.2024 22:30","56210","59795"
"09.12.2024 22:30 - 09.12.2024 22:45","54917","58801"
"09.12.2024 22:45 - 09.12.2024 23:00","53905","57815"
"09.12.2024 23:00 - 09.12.2024 23:15","53607","56115"
"09.12.2024 23:15 - 09.12.2024 23:30","52510","55314"
"09.12.2024 23:30 - 09.12.2024 23:45","52088","54586"
"09.12.2024 23:45 - 10.12.2024 00:00","51201","53833"
"10.12.2024 00:00 - 10.12.2024 00:15","50533","52457"
"10.12.2024 00:15 - 10.12.2024 00:30","50230","52004"
"10.12.2024 00:30 - 10.12.2024 00:45","49075","51390"
"10.12.2024 00:45 - 10.12.2024 01:00","48681","51217"
"10.12.2024 01:00 - 10.12.2024 01:15","48098","50595"
"10.12.2024 01:15 - 10.12.2024 01:30","47800","50217"
"10.12.2024 01:30 - 10.12.2024 01:45","47310","50273"
"10.12.2024 01:45 - 10.12.2024 02:00","47050","50054"
"10.12.2024 02:00 - 10.12.2024 02:15","46931","49759"
"10.12.2024 02:15 - 10.12.2024 02:30","46618","49325"
"10.12.2024 02:30 - 10.12.2024 02:45","47002","49128"
"10.12.2024 02:45 - 10.12.2024 03:00","46928","49131"
"10.12.2024 03:00 - 10.12.2024 03:15","47158","48738"
"10.12.2024 03:15 - 10.12.2024 03:30","47329","48646"
"10.12.2024 03:30 - 10.12.2024 03:45","47189","48928"
"10.12.2024 03:45 - 10.12.2024 04:00","47468","48560"
"10.12.2024 04:00 - 10.12.2024 04:15","48571","49115"
"10.12.2024 04:15 - 10.12.2024 04:30","48662","49477"
"10.12.2024 04:30 - 10.12.2024 04:45","49058","49685"
"10.12.2024 04:45 - 10.12.2024 05:00","50339","50134"
"10.12.2024 05:00 - 10.12.2024 05:15","51241","51267"
"10.12.2024 05:15 - 10.12.2024 05:30","52135","52278"
"10.12.2024 05:30 - 10.12.2024 05:45","53002","53491"
"10.12.2024 05:45 - 10.12.2024 06:00","54363","55105"
"10.12.2024 06:00 - 10.12.2024 06:15","56651","58697"
"10.12.2024 06:15 - 10.12.2024 06:30","58390","60538"
"10.12.2024 06:30 - 10.12.2024 06:45","59584","61897"
"10.12.2024 06:45 - 10.12.2024 07:00","60925","63018"
"10.12.2024 07:00 - 10.12.2024 07:15","62524","65615"
"10.12.2024 07:15 - 10.12.2024 07:30","63629","67070"
"10.12.2024 07:30 - 10.12.2024 07:45","64487","68185"
"10.12.2024 07:45 - 10.12.2024 08:00","65512","68124"
"10.12.2024 08:00 - 10.12.2024 08:15","66229","68821"
"10.12.2024 08:15 - 10.12.2024 08:30","66851","69847"
"10.12.2024 08:30 - 10.12.2024 08:45","67310","70084"
"10.12.2024 08:45 - 10.12.2024 09:00","67536","70127"
"10.12.2024 09:00 - 10.12.2024 09:15","67719","70147"
"10.12.2024 09:15 - 10.12.2024 09:30","68135","70357"
"10.12.2024 09:30 - 10.12.2024 09:45","68389","70721"
"10.12.2024 09:45 - 10.12.2024 10:00","68433","70855"
"10.12.2024 10:00 - 10.12.2024 10:15","68279","70983"
"10.12.2024 10:15 - 10.12.2024 10:30","68404","71286"
"10.12.2024 10:30 - 10.12.2024 10:45","68443","71554"
"10.12.2024 10:45 - 10.12.2024 11:00","68570","71540"
"10.12.2024 11:00 - 10.12.2024 11:15","68880","71317"
"10.12.2024 11:15 - 10.12.2024 11:30","68839","71330"
"10.12.2024 11:30 - 10.12.2024 11:45","69248","71599"
"10.12.2024 11:45 - 10.12.2024 12:00","69047","71604"
"10.12.2024 12:00 - 10.12.2024 12:15","68916","71632"
"10.12.2024 12:15 - 10.12.2024 12:30","69098","71774"
"10.12.2024 12:30 - 10.12.2024 12:45","69297","72364"
"10.12.2024 12:45 - 10.12.2024 13:00","69020","72227"
"10.12.2024 13:00 - 10.12.2024 13:15","68738","72366"
"10.12.2024 13:15 - 10.12.2024 13:30","68562","71651"
"10.12.2024 13:30 - 10.12.2024 13:45","68284","71341"
"10.12.2024 13:45 - 10.12.2024 14:00","67548","70658"
"10.12.2024 14:00 - 10.12.2024 14:15","67877","70833"
"10.12.2024 14:15 - 10.12.2024 14:30","67285","70427"
"10.12.2024 14:30 - 10.12.2024 14:45","67141","70054"
"10.12.2024 14:45 - 10.12.2024 15:00","66971","69846"
"10.12.2024 15:00 - 10.12.2024 15:15","67236","70009"
"10.12.2024 15:15 - 10.12.2024 15:30","67080","69421"
"10.12.2024 15:30 - 10.12.2024 15:45","66679","69385"
"10.12.2024 15:45 - 10.12.2024 16:00","66472","69111"
"10.12.2024 16:00 - 10.12.2024 16:15","66338","69705"
"10.12.2024 16:15 - 10.12.2024 16:30","66723","69881"
"10.12.2024 16:30 - 10.12.2024 16:45","67112","70238"
"10.12.2024 16:45 - 10.12.2024 17:00","67621","70646"
"10.12.2024 17:00 - 10.12.2024 17:15","69383","70968"
"10.12.2024 17:15 - 10.12.2024 17:30","68789","70579"
"10.12.2024 17:30 - 10.12.2024 17:45","69367","70699"
"10.12.2024 17:45 - 10.12.2024 18:00","69628","70626"
"10.12.2024 18:00 - 10.12.2024 18:15","68932","70364"
"10.12.2024 18:15 - 10.12.2024 18:30","68725","69933"
"10.12.2024 18:30 - 10.12.2024 18:45","68221","69877"
"10.12.2024 18:45 - 10.12.2024 19:00","67539","69709"
"10.12.2024 19:00 - 10.12.2024 19:15","66842","68864"
"10.12.2024 19:15 - 10.12.2024 19:30","65815","68159"
"10.12.2024 19:30 - 10.12.2024 19:45","65680","67860"
"10.12.2024 19:45 - 10.12.2024 20:00","64902","67080"
"10.12.2024 20:00 - 10.12.2024 20:15","63811","65963"
"10.12.2024 20:15 - 10.12.2024 20:30","62538","64963"
"10.12.2024 20:30 - 10.12.2024 20:45","61812","63971"
"10.12.2024 20:45 - 10.12.2024 21:00","61033","62987"
"10.12.2024 21:00 - 10.12.2024 21:15","60062","62049"
"10.12.2024 21:15 - 10.12.2024 21:30","59466","61290"
"10.12.2024 21:30 - 10.12.2024 21:45","58489","60341"
"10.12.2024 21:45 - 10.12.2024 22:00","57661","59322"
"10.12.2024 22:00 - 10.12.2024 22:15","57045","58576"
"10.12.2024 22:15 - 10.12.2024 22:30","56344","57806"
"10.12.2024 22:30 - 10.12.2024 22:45","55508","56879"
"10.12.2024 22:45 - 10.12.2024 23:00","54906","55674"
"10.12.2024 23:00 - 10.12.2024 23:15","53729","54724"
"10.12.2024 23:15 - 10.12.2024 23:30","53278","53870"
"10.12.2024 23:30 - 10.12.2024 23:45","52279","52795"
"10.12.2024 23:45 - 11.12.2024 00:00","52099","51829"
"11.12.2024 00:00 - 11.12.2024 00:15","50537","51084"
"11.12.2024 00:15 - 11.12.2024 00:30","50311","50504"
"11.12.2024 00:30 - 11.12.2024 00:45","49946","50075"
"11.12.2024 00:45 - 11.12.2024 01:00","49119","49667"
"11.12.2024 01:00 - 11.12.2024 01:15","49303","49172"
"11.12.2024 01:15 - 11.12.2024 01:30","48713","48681"
"11.12.2024 01:30 - 11.12.2024 01:45","48156","48385"
"11.12.2024 01:45 - 11.12.2024 02:00","49154","48367"
"11.12.2024 02:00 - 11.12.2024 02:15","47993","47783"
"11.12.2024 02:15 - 11.12.2024 02:30","48107","47630"
"11.12.2024 02:30 - 11.12.2024 02:45","48525","47659"
"11.12.2024 02:45 - 11.12.2024 03:00","48510","47941"
"11.12.2024 03:00 - 11.12.2024 03:15","48252","48082"
"11.12.2024 03:15 - 11.12.2024 03:30","48107","48199"
"11.12.2024 03:30 - 11.12.2024 03:45","48180","48323"
"11.12.2024 03:45 - 11.12.2024 04:00","48874","48392"
"11.12.2024 04:00 - 11.12.2024 04:15","48602","48887"
"11.12.2024 04:15 - 11.12.2024 04:30","49586","49138"
"11.12.2024 04:30 - 11.12.2024 04:45","49676","49460"
"11.12.2024 04:45 - 11.12.2024 05:00","51109","49940"
"11.12.2024 05:00 - 11.12.2024 05:15","52862","51379"
"11.12.2024 05:15 - 11.12.2024 05:30","52444","52285"
"11.12.2024 05:30 - 11.12.2024 05:45","53077","53248"
"11.12.2024 05:45 - 11.12.2024 06:00","53976","54776"
"11.12.2024 06:00 - 11.12.2024 06:15","56551","57529"
"11.12.2024 06:15 - 11.12.2024 06:30","57873","59762"
"11.12.2024 06:30 - 11.12.2024 06:45","59234","61183"
"11.12.2024 06:45 - 11.12.2024 07:00","60594","62646"
"11.12.2024 07:00 - 11.12.2024 07:15","62105","64767"
"11.12.2024 07:15 - 11.12.2024 07:30","63594","65750"
"11.12.2024 07:30 - 11.12.2024 07:45","64369","66713"
"11.12.2024 07:45 - 11.12.2024 08:00","64874","67442"
"11.12.2024 08:00 - 11.12.2024 08:15","65623","68308"
"11.12.2024 08:15 - 11.12.2024 08:30","66175","68920"
"11.12.2024 08:30 - 11.12.2024 08:45","66964","69219"
"11.12.2024 08:45 - 11.12.2024 09:00","67218","69595"
"11.12.2024 09:00 - 11.12.2024 09:15","67337","69229"
"11.12.2024 09:15 - 11.12.2024 09:30","67978","69600"
"11.12.2024 09:30 - 11.12.2024 09:45","68728","69785"
"11.12.2024 09:45 - 11.12.2024 10:00","69282","69988"
"11.12.2024 10:00 - 11.12.2024 10:15","69061","69985"
"11.12.2024 10:15 - 11.12.2024 10:30","69128","70046"
"11.12.2024 10:30 - 11.12.2024 10:45","68982","70337"
"11.12.2024 10:45 - 11.12.2024 11:00","69554","70527"
"11.12.2024 11:00 - 11.12.2024 11:15","69259","70592"
"11.12.2024 11:15 - 11.12.2024 11:30","69256","70512"
"11.12.2024 11:30 - 11.12.2024 11:45","69864","70439"
"11.12.2024 11:45 - 11.12.2024 12:00","69955","70436"
"11.12.2024 12:00 - 11.12.2024 12:15","69940","70249"
"11.12.2024 12:15 - 11.12.2024 12:30","69632","69999"
"11.12.2024 12:30 - 11.12.2024 12:45","69060","69799"
"11.12.2024 12:45 - 11.12.2024 13:00","69124","70162"
"11.12.2024 13:00 - 11.12.2024 13:15","68975","69739"
"11.12.2024 13:15 - 11.12.2024 13:30","68501","69422"
"11.12.2024 13:30 - 11.12.2024 13:45","67888","69154"
"11.12.2024 13:45 - 11.12.2024 14:00","66918","68802"
"11.12.2024 14:00 - 11.12.2024 14:15","67115","68642"
"11.12.2024 14:15 - 11.12.2024 14:30","67516","68487"
"11.12.2024 14:30 - 11.12.2024 14:45","66340","68394"
"11.12.2024 14:45 - 11.12.2024 15:00","66234","68118"
"11.12.2024 15:00 - 11.12.2024 15:15","66360","68509"
"11.12.2024 15:15 - 11.12.2024 15:30","66084","68264"
"11.12.2024 15:30 - 11.12.2024 15:45","65687","68144"
"11.12.2024 15:45 - 11.12.2024 16:00","65507","68485"
"11.12.2024 16:00 - 11.12.2024 16:15","65680","68777"
"11.12.2024 16:15 - 11.12.2024 16:30","66459","68865"
"11.12.2024 16:30 - 11.12.2024 16:45","66500","69206"
"11.12.2024 16:45 - 11.12.2024 17:00","67837","69521"
"11.12.2024 17:00 - 11.12.2024 17:15","68023","69649"
"11.12.2024 17:15 - 11.12.2024 17:30","68109","69760"
"11.12.2024 17:30 - 11.12.2024 17:45","68560","69721"
"11.12.2024 17:45 - 11.12.2024 18:00","68293","69519"
"11.12.2024 18:00 - 11.12.2024 18:15","67609","69199"
"11.12.2024 18:15 - 11.12.2024 18:30","67333","69084"
"11.12.2024 18:30 - 11.12.2024 18:45","67536","69040"
"11.12.2024 18:45 - 11.12.2024 19:00","66487","68884"
"11.12.2024 19:00 - 11.12.2024 19:15","65508","68079"
"11.12.2024 19:15 - 11.12.2024 19:30","65106","67653"
"11.12.2024 19:30 - 11.12.2024 19:45","64024","67127"
"11.12.2024 19:45 - 11.12.2024 20:00","64067","66483"
"11.12.2024 20:00 - 11.12.2024 20:15","62808","65629"
"11.12.2024 20:15 - 11.12.2024 20:30","61430","64842"
"11.12.2024 20:30 - 11.12.2024 20:45","60556","63822"
"11.12.2024 20:45 - 11.12.2024 21:00","59703","63257"
"11.12.2024 21:00 - 11.12.2024 21:15","59187","62131"
"11.12.2024 21:15 - 11.12.2024 21:30","58621","61264"
"11.12.2024 21:30 - 11.12.2024 21:45","58478","60623"
"11.12.2024 21:45 - 11.12.2024 22:00","57465","59850"
"11.12.2024 22:00 - 11.12.2024 22:15","56429","59365"
"11.12.2024 22:15 - 11.12.2024 22:30","55786","58359"
"11.12.2024 22:30 - 11.12.2024 22:45","55268","57409"
"11.12.2024 22:45 - 11.12.2024 23:00","54680","56446"
"11.12.2024 23:00 - 11.12.2024 23:15","53512","55316"
"11.12.2024 23:15 - 11.12.2024 23:30","53018","54799"
"11.12.2024 23:30 - 11.12.2024 23:45","53073","53757"
"11.12.2024 23:45 - 12.12.2024 00:00","52218","53329"
"12.12.2024 00:00 - 12.12.2024 00:15","49541","51358"
"12.12.2024 00:15 - 12.12.2024 00:30","48768","50946"
"12.12.2024 00:30 - 12.12.2024 00:45","48428","50416"
"12.12.2024 00:45 - 12.12.2024 01:00","47915","49932"
"12.12.2024 01:00 - 12.12.2024 01:15","47382","48967"
"12.12.2024 01:15 - 12.12.2024 01:30","46934","48433"
"12.12.2024 01:30 - 12.12.2024 01:45","46804","48431"
"12.12.2024 01:45 - 12.12.2024 02:00","46483","48312"
"12.12.2024 02:00 - 12.12.2024 02:15","46167","47859"
"12.12.2024 02:15 - 12.12.2024 02:30","46180","47975"
"12.12.2024 02:30 - 12.12.2024 02:45","46110","47779"
"12.12.2024 02:45 - 12.12.2024 03:00","46101","47921"
"12.12.2024 03:00 - 12.12.2024 03:15","46126","47819"
"12.12.2024 03:15 - 12.12.2024 03:30","46324","47860"
"12.12.2024 03:30 - 12.12.2024 03:45","46439","47890"
"12.12.2024 03:45 - 12.12.2024 04:00","46347","48058"
"12.12.2024 04:00 - 12.12.2024 04:15","47116","48746"
"12.12.2024 04:15 - 12.12.2024 04:30","47746","49006"
"12.12.2024 04:30 - 12.12.2024 04:45","48146","49264"
"12.12.2024 04:45 - 12.12.2024 05:00","48687","49933"
"12.12.2024 05:00 - 12.12.2024 05:15","50110","51378"
"12.12.2024 05:15 - 12.12.2024 05:30","50682","51838"
"12.12.2024 05:30 - 12.12.2024 05:45","51895","52652"
"12.12.2024 05:45 - 12.12.2024 06:00","52994","54180"
"12.12.2024 06:00 - 12.12.2024 06:15","55550","56550"
"12.12.2024 06:15 - 12.12.2024 06:30","57207","58233"
"12.12.2024 06:30 - 12.12.2024 06:45","58497","59694"
"12.12.2024 06:45 - 12.12.2024 07:00","59835","61176"
"12.12.2024 07:00 - 12.12.2024 07:15","61466","63142"
"12.12.2024 07:15 - 12.12.2024 07:30","62559","64163"
"12.12.2024 07:30 - 12.12.2024 07:45","63377","65021"
"12.12.2024 07:45 - 12.12.2024 08:00","63806","65963"
"12.12.2024 08:00 - 12.12.2024 08:15","64649","67310"
"12.12.2024 08:15 - 12.12.2024 08:30","65107","67625"
"12.12.2024 08:30 - 12.12.2024 08:45","65558","67638"
"12.12.2024 08:45 - 12.12.2024 09:00","66068","67954"
"12.12.2024 09:00 - 12.12.2024 09:15","66264","67530"
"12.12.2024 09:15 - 12.12.2024 09:30","66671","67796"
"12.12.2024 09:30 - 12.12.2024 09:45","67150","68098"
"12.12.2024 09:45 - 12.12.2024 10:00","67168","68372"
"12.12.2024 10:00 - 12.12.2024 10:15","66745","68667"
"12.12.2024 10:15 - 12.12.2024 10:30","66933","68748"
"12.12.2024 10:30 - 12.12.2024 10:45","67333","68855"
"12.12.2024 10:45 - 12.12.2024 11:00","67432","69190"
"12.12.2024 11:00 - 12.12.2024 11:15","67293","69421"
"12.12.2024 11:15 - 12.12.2024 11:30","67515","69317"
"12.12.2024 11:30 - 12.12.2024 11:45","67459","69389"
"12.12.2024 11:45 - 12.12.2024 12:00","67292","69448"
"12.12.2024 12:00 - 12.12.2024 12:15","67230","69235"
"12.12.2024 12:15 - 12.12.2024 12:30","67162","69024"
"12.12.2024 12:30 - 12.12.2024 12:45","67121","69192"
"12.12.2024 12:45 - 12.12.2024 13:00","66941","69000"
"12.12.2024 13:00 - 12.12.2024 13:15","67039","69090"
"12.12.2024 13:15 - 12.12.2024 13:30","66651","68694"
"12.12.2024 13:30 - 12.12.2024 13:45","66366","68456"
"12.12.2024 13:45 - 12.12.2024 14:00","65713","67979"
"12.12.2024 14:00 - 12.12.2024 14:15","65796","67810"
"12.12.2024 14:15 - 12.12.2024 14:30","65346","67684"
"12.12.2024 14:30 - 12.12.2024 14:45","65090","67481"
"12.12.2024 14:45 - 12.12.2024 15:00","64907","67110"
"12.12.2024 15:00 - 12.12.2024 15:15","64876","67067"
"12.12.2024 15:15 - 12.12.2024 15:30","64604","66740"
"12.12.2024 15:30 - 12.12.2024 15:45","64473","66594"
"12.12.2024 15:45 - 12.12.2024 16:00","64654","66434"
"12.12.2024 16:00 - 12.12.2024 16:15","64319","66691"
"12.12.2024 16:15 - 12.12.2024 16:30","64534","66789"
"12.12.2024 16:30 - 12.12.2024 16:45","64764","67141"
"12.12.2024 16:45 - 12.12.2024 17:00","65399","67215"
"12.12.2024 17:00 - 12.12.2024 17:15","65746","67544"
"12.12.2024 17:15 - 12.12.2024 17:30","66219","67501"
"12.12.2024 17:30 - 12.12.2024 17:45","66445","67597"
"12.12.2024 17:45 - 12.12.2024 18:00","66568","67640"
"12.12.2024 18:00 - 12.12.2024 18:15","66357","67214"
"12.12.2024 18:15 - 12.12.2024 18:30","65957","66849"
"12.12.2024 18:30 - 12.12.2024 18:45","66016","66717"
"12.12.2024 18:45 - 12.12.2024 19:00","65988","66622"
"12.12.2024 19:00 - 12.12.2024 19:15","65626","66057"
"12.12.2024 19:15 - 12.12.2024 19:30","65246","65575"
"12.12.2024 19:30 - 12.12.2024 19:45","64696","65023"
"12.12.2024 19:45 - 12.12.2024 20:00","64154","64646"
"12.12.2024 20:00 - 12.12.2024 20:15","63259","63477"
"12.12.2024 20:15 - 12.12.2024 20:30","62218","62853"
"12.12.2024 20:30 - 12.12.2024 20:45","61234","61968"
"12.12.2024 20:45 - 12.12.2024 21:00","60514","61155"
"12.12.2024 21:00 - 12.12.2024 21:15","59472","60370"
"12.12.2024 21:15 - 12.12.2024 21:30","58808","59490"
"12.12.2024 21:30 - 12.12.2024 21:45","58007","58694"
"12.12.2024 21:45 - 12.12.2024 22:00","57010","58047"
"12.12.2024 22:00 - 12.12.2024 22:15","56149","57519"
"12.12.2024 22:15 - 12.12.2024 22:30","55872","56910"
"12.12.2024 22:30 - 12.12.2024 22:45","54821","55802"
"12.12.2024 22:45 - 12.12.2024 23:00","53833","55107"
"12.12.2024 23:00 - 12.12.2024 23:15","52820","54331"
"12.12.2024 23:15 - 12.12.2024 23:30","51667","53430"
"12.12.2024 23:30 - 12.12.2024 23:45","51339","52366"
"12.12.2024 23:45 - 13.12.2024 00:00","50683","51787"
"13.12.2024 00:00 - 13.12.2024 00:15","49465","50733"
"13.12.2024 00:15 - 13.12.2024 00:30","48964","50335"
"13.12.2024 00:30 - 13.12.2024 00:45","48475","49778"
"13.12.2024 00:45 - 13.12.2024 01:00","48026","49371"
"13.12.2024 01:00 - 13.12.2024 01:15","47733","48597"
"13.12.2024 01:15 - 13.12.2024 01:30","47070","48484"
"13.12.2024 01:30 - 13.12.2024 01:45","46753","48218"
"13.12.2024 01:45 - 13.12.2024 02:00","46290","47971"
"13.12.2024 02:00 - 13.12.2024 02:15","46042","47307"
"13.12.2024 02:15 - 13.12.2024 02:30","45966","47225"
"13.12.2024 02:30 - 13.12.2024 02:45","46146","47257"
"13.12.2024 02:45 - 13.12.2024 03:00","46041","47125"
"13.12.2024 03:00 - 13.12.2024 03:15","46108","47715"
"13.12.2024 03:15 - 13.12.2024 03:30","46071","47843"
"13.12.2024 03:30 - 13.12.2024 03:45","46236","47952"
"13.12.2024 03:45 - 13.12.2024 04:00","46603","48003"
"13.12.2024 04:00 - 13.12.2024 04:15","47221","48913"
"13.12.2024 04:15 - 13.12.2024 04:30","47417","48856"
"13.12.2024 04:30 - 13.12.2024 04:45","48118","49061"
"13.12.2024 04:45 - 13.12.2024 05:00","48475","49299"
"13.12.2024 05:00 - 13.12.2024 05:15","49757","50617"
"13.12.2024 05:15 - 13.12.2024 05:30","50291","51140"
"13.12.2024 05:30 - 13.12.2024 05:45","51632","52336"
"13.12.2024 05:45 - 13.12.2024 06:00","52887","53844"
"13.12.2024 06:00 - 13.12.2024 06:15","55420","56221"
"13.12.2024 06:15 - 13.12.2024 06:30","57196","58087"
"13.12.2024 06:30 - 13.12.2024 06:45","58554","59461"
"13.12.2024 06:45 - 13.12.2024 07:00","59923","61041"
"13.12.2024 07:00 - 13.12.2024 07:15","61780","63115"
"13.12.2024 07:15 - 13.12.2024 07:30","62500","63783"
"13.12.2024 07:30 - 13.12.2024 07:45","63478","65049"
"13.12.2024 07:45 - 13.12.2024 08:00","64080","65893"
"13.12.2024 08:00 - 13.12.2024 08:15","64995","67265"
"13.12.2024 08:15 - 13.12.2024 08:30","65511","67410"
"13.12.2024 08:30 - 13.12.2024 08:45","66011","67880"
"13.12.2024 08:45 - 13.12.2024 09:00","66401","68070"
"13.12.2024 09:00 - 13.12.2024 09:15","66439","68008"
"13.12.2024 09:15 - 13.12.2024 09:30","66627","68262"
"13.12.2024 09:30 - 13.12.2024 09:45","66783","68594"
"13.12.2024 09:45 - 13.12.2024 10:00","66841","68769"
"13.12.2024 10:00 - 13.12.2024 10:15","66584","68326"
"13.12.2024 10:15 - 13.12.2024 10:30","66842","68519"
"13.12.2024 10:30 - 13.12.2024 10:45","66812","68946"
"13.12.2024 10:45 - 13.12.2024 11:00","66776","69267"
"13.12.2024 11:00 - 13.12.2024 11:15","66581","69090"
"13.12.2024 11:15 - 13.12.2024 11:30","66532","69203"
"13.12.2024 11:30 - 13.12.2024 11:45","66819","69139"
"13.12.2024 11:45 - 13.12.2024 12:00","66641","69229"
"13.12.2024 12:00 - 13.12.2024 12:15","66536","69338"
"13.12.2024 12:15 - 13.12.2024 12:30","66275","69080"
"13.12.2024 12:30 - 13.12.2024 12:45","66314","68846"
"13.12.2024 12:45 - 13.12.2024 13:00","65872","68181"
"13.12.2024 13:00 - 13.12.2024 13:15","65566","67837"
"13.12.2024 13:15 - 13.12.2024 13:30","65097","67331"
"13.12.2024 13:30 - 13.12.2024 13:45","64843","66949"
"13.12.2024 13:45 - 13.12.2024 14:00","64013","66291"
"13.12.2024 14:00 - 13.12.2024 14:15","63902","65997"
"13.12.2024 14:15 - 13.12.2024 14:30","63520","65902"
"13.12.2024 14:30 - 13.12.2024 14:45","63357","65537"
"13.12.2024 14:45 - 13.12.2024 15:00","63014","64788"
"13.12.2024 15:00 - 13.12.2024 15:15","63622","65314"
"13.12.2024 15:15 - 13.12.2024 15:30","63366","64963"
"13.12.2024 15:30 - 13.12.2024 15:45","62901","64986"
"13.12.2024 15:45 - 13.12.2024 16:00","62710","64827"
"13.12.2024 16:00 - 13.12.2024 16:15","62926","65303"
"13.12.2024 16:15 - 13.12.2024 16:30","63469","65527"
"13.12.2024 16:30 - 13.12.2024 16:45","63946","65932"
"13.12.2024 16:45 - 13.12.2024 17:00","64427","66105"
"13.12.2024 17:00 - 13.12.2024 17:15","65136","66452"
"13.12.2024 17:15 - 13.12.2024 17:30","65257","66149"
"13.12.2024 17:30 - 13.12.2024 17:45","65586","66071"
"13.12.2024 17:45 - 13.12.2024 18:00","65862","65918"
"13.12.2024 18:00 - 13.12.2024 18:15","65602","65629"
"13.12.2024 18:15 - 13.12.2024 18:30","65355","65149"
"13.12.2024 18:30 - 13.12.2024 18:45","64915","64920"
"13.12.2024 18:45 - 13.12.2024 19:00","64676","64671"
"13.12.2024 19:00 - 13.12.2024 19:15","63859","63824"
"13.12.2024 19:15 - 13.12.2024 19:30","63032","63456"
"13.12.2024 19:30 - 13.12.2024 19:45","62326","63057"
"13.12.2024 19:45 - 13.12.2024 20:00","61756","62312"
"13.12.2024 20:00 - 13.12.2024 20:15","60854","61521"
"13.12.2024 20:15 - 13.12.2024 20:30","59640","60766"
"13.12.2024 20:30 - 13.12.2024 20:45","58916","60053"
"13.12.2024 20:45 - 13.12.2024 21:00","57772","59233"
"13.12.2024 21:00 - 13.12.2024 21:15","57119","58059"
"13.12.2024 21:15 - 13.12.2024 21:30","56229","57645"
"13.12.2024 21:30 - 13.12.2024 21:45","55381","56956"
"13.12.2024 21:45 - 13.12.2024 22:00","54785","56457"
"13.12.2024 22:00 - 13.12.2024 22:15","53999","56174"
"13.12.2024 22:15 - 13.12.2024 22:30","53273","55505"
"13.12.2024 22:30 - 13.12.2024 22:45","52439","54981"
"13.12.2024 22:45 - 13.12.2024 23:00","51684","54352"
"13.12.2024 23:00 - 13.12.2024 23:15","50355","53361"
"13.12.2024 23:15 - 13.12.2024 23:30","49507","52985"
"13.12.2024 23:30 - 13.12.2024 23:45","48792","51900"
"13.12.2024 23:45 - 14.12.2024 00:00","47920","51161"
"14.12.2024 00:00 - 14.12.2024 00:15","47918","49612"
"14.12.2024 00:15 - 14.12.2024 00:30","47233","49072"
"14.12.2024 00:30 - 14.12.2024 00:45","46651","48566"
"14.12.2024 00:45 - 14.12.2024 01:00","46151","48074"
"14.12.2024 01:00 - 14.12.2024 01:15","45576","47300"
"14.12.2024 01:15 - 14.12.2024 01:30","45146","46734"
"14.12.2024 01:30 - 14.12.2024 01:45","44695","46130"
"14.12.2024 01:45 - 14.12.2024 02:00","44262","45772"
"14.12.2024 02:00 - 14.12.2024 02:15","43921","45412"
"14.12.2024 02:15 - 14.12.2024 02:30","43642","45242"
"14.12.2024 02:30 - 14.12.2024 02:45","43508","44889"
